ENH06M_LH,BOH06M_LH,Bodhicaryāvatāra: An Introduction to the Bodhisattva’s Way of Life,༈ སེམས་ཅན་ཀུན་གྱི་ངན་སོང་གི །སྡུག་བསྔལ་ངལ་བསོའི་དགེ་བ་དང༌། །སྡུག་བསྔལ་ཅན་དག་བདེར་གནས་ལ། །དགའ་བས་རྗེས་སུ་ཡི་རང་ངོ༌། །བྱང་ཆུབ་རྒྱུར་གྱུར་དགེ་བསགས་པ། །དེ་ལ་རྗེས་སུ་ཡི་རང་ངོ༌། །ལུས་ཅན་འཁོར་བའི་སྡུག་བསྔལ་ལས། །ངེས་པར་ཐར་ལ་ཡི་རང་ངོ༌། །སྐྱོབ་པ་རྣམས་ཀྱི་བྱང་ཆུབ་དང༌། །རྒྱལ་སྲས་ལའང་ཡི་རང་ངོ༌། །སེམས་ཅན་ཐམས་ཅད་བདེ་མཛད་པའི། །ཐུགས་བསྐྱེད་དགེ་བ་རྒྱ་མཚོ་དང༌། །སེམས་ཅན་ཕན་པར་མཛད་པ་ལ། །དགའ་བས་རྗེས་སུ་ཡི་རང་ངོ༌། །ཕྱོགས་རྣམས་ཀུན་གྱི་སངས་རྒྱས་ལ། །ཐལ་མོ་སྦྱར་ཏེ་གསོལ་བ་ནི། །སེམས་ཅན་སྡུག་བསྔལ་མུན་འཐོམས་ལ། །ཆོས་ཀྱི་སྒྲོན་མེ་སྤར་དུ་གསོལ། །རྒྱལ་བ་མྱ་ངན་འདའ་བཞེད་ལ། །ཐལ་མོ་སྦྱར་ཏེ་གསོལ་བ་ནི། །འགྲོ་འདི་ལྡོངས་པར་མི་འགོད་ཅིང༌། །བསྐལ་པ་གྲངས་མེད་བཞུགས་པར་གསོལ། །དེ་ལྟར་འདི་དག་ཀུན་བྱས་ཏེ། །དགེ་བ་བདག་གིས་བསགས་པ་གང༌། །དེས་ནི་སེམས་ཅན་ཐམས་ཅད་ཀྱི། །སྡུག་བསྔལ་ཐམས་ཅད་བསལ་བར་ཤོག །འགྲོ་བ་ནད་པ་ཇི་སྲིད་དུ། །ནད་སོས་གྱུར་ཀྱི་བར་དུ་ནི། །སྨན་དང་སྨན་པ་ཉིད་དག་དང༌། །དེ་ཡི་ནད་གཡོག་བྱེད་པར་ཤོག །ཟས་དང་སྐོམ་གྱི་ཆར་ཕབ་སྟེ། །བཀྲེས་དང་སྐོམ་པའི་གནོད་པ་བསལ། །མུ་གེའི་བསྐལ་པ་བར་མའི་ཚེ། །བདག་ནི་ཟས་དང་སྐོམ་དུ་གྱུར། །སེམས་ཅན་ཕོངས་ཤིང་དབུལ་བ་ལ། །བདག་ནི་མི་ཟད་གཏེར་གྱུར་ཏེ། །ཡོ་བྱད་མཁོ་དགུ་སྣ་ཚོགས་སུ། །མདུན་ན་ཉེ་བར་གནས་གྱུར་ཅིག །ལུས་དང་དེ་བཞིན་ལོངས་སྤྱོད་དང༌། །དུས་གསུམ་དགེ་བ་ཐམས་ཅད་ཀྱང༌། །སེམས་ཅན་ཀུན་གྱི་དོན་བསྒྲུབ་ཕྱིར། །ཕོངས་པ་མེད་པར་གཏང་བར་བྱ། །ཐམས་ཅད་བཏང་བས་མྱ་ངན་འདའ། །བདག་བློ་མྱ་ངན་འདས་པ་བསྒྲུབ། །ཐམས་ཅད་གཏོང་བར་ཆབ་གཅིག་ལ། །སེམས་ཅན་རྣམས་ལ་བཏང་བ་མཆོག །བདག་གིས་ལུས་ཅན་ཐམས་ཅད་ལ། །ལུས་འདི་ཅི་བདེར་བྱིན་ཟིན་གྱིས། །རྟག་ཏུ་གསོད་དང་སྨོད་པའམ། །བརྡེག་སོགས་ཅི་དགར་བྱེད་ལ་རག །བདག་གི་ལུས་ལ་རྩེ་བྱེད་དམ། །ཅོ་འདྲི་ག་ཞའི་རྒྱུ་བྱེད་ཀྱང༌། །བདག་གི་ལུས་འདི་བྱིན་ཟིན་གྱིས། །འདི་ཡི་ཁ་ཏས་ཅི་ཞིག་བྱ། །དེ་ལ་གནོད་པར་མི་འགྱུར་བའི། །ལས་གང་ཡིན་པའང་བྱེད་དུ་ཆུག །བདག་ལ་དམིགས་ནས་ནམ་དུ་ཡང༌། །འགའ་ཡང་དོན་མེད་མ་གྱུར་ཅིག །བདག་ལ་དམིགས་ནས་གང་དག་གིས། །ཁྲོ་འམ་དད་པའི་སེམས་བྱུང་ན། །དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི །དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །གང་དག་བདག་ལ་ཁ་ཟེར་རམ། །གཞན་དག་གནོད་པ་བྱེད་པའམ། །དེ་བཞིན་ཕྱར་ཀ་གཏོང་ཡང་རུང༌། །ཐམས་ཅད་བྱང་ཆུབ་སྐལ་ལྡན་གྱུར། །བདག་ནི་མགོན་མེད་རྣམས་ཀྱི་མགོན། །ལམ་ཞུགས་རྣམས་ཀྱི་དེད་དཔོན་དང༌། །བརྒལ་འདོད་རྣམས་ཀྱི་གྲུ་དང་ནི། །གཟིངས་དང་ཟམ་པ་ཉིད་དུ་གྱུར། །གླིང་དོན་གཉེར་ལ་གླིང་དང་ནི། །མར་མེ་འདོད་ལ་མར་མེ་དང༌། །གནས་མལ་འདོད་ལ་གནས་མལ་དང༌། །བདག་ནི་ལུས་ཅན་བྲན་འདོད་པ། །ཀུན་གྱི་བྲན་དུ་འགྱུར་བར་ཤོག །ཡིད་བཞིན་ནོར་དང་བུམ་པ་བཟང༌། །རིགས་སྔགས་གྲུབ་དང་སྨན་ཆེན་དང༌། །དཔག་བསམ་གྱི་ནི་ཤིང་དག་དང༌། །ལུས་ཅན་རྣམས་ཀྱི་འདོད་འཇོར་གྱུར། །ས་སོགས་འབྱུང་བ་ཆེན་པོ་དང༌། །ནམ་མཁའ་བཞིན་དུ་རྟག་པར་ཡང༌། །སེམས་ཅན་དཔག་ཏུ་མེད་པ་ཡི། །རྣམ་མང་ཉེར་འཚོའི་གཞིར་ཡང་ཤོག །དེ་བཞིན་ནམ་མཁའི་མཐས་གཏུགས་པའི། །སེམས་ཅན་ཁམས་ལ་རྣམ་ཀུན་ཏུ། །ཐམས་ཅད་མྱ་ངན་འདས་བར་དུ། །བདག་ནི་ཉེར་འཚོའི་རྒྱུར་ཡང་ཤོག །ཇི་ལྟར་སྔོན་གྱི་བདེ་གཤེགས་ཀྱིས། །བྱང་ཆུབ་ཐུགས་ནི་བསྐྱེད་པ་དང༌། །བྱང་ཆུབ་སེམས་དཔའི་བསླབ་པ་ལ། །དེ་དག་རིམ་བཞིན་གནས་པ་ལྟར། །དེ་བཞིན་འགྲོ་ལ་ཕན་དོན་དུ། །བྱང་ཆུབ་སེམས་ནི་བསྐྱེད་བགྱི་ཞིང༌། །དེ་བཞིན་དུ་ནི་བསླབ་པ་ལའང༌། །རིམ་པ་བཞིན་དུ་བསླབ་པར་བགྱི། །དེ་ལྟར་བློ་དང་ལྡན་པ་ཡིས། །རབ་དང་བྱང་ཆུབ་སེམས་བཟུང་ནས། །མཇུག་ཀྱང་རྒྱས་པར་བྱ་བའི་ཕྱིར། །སེམས་ནི་འདི་ལྟར་གཟེངས་བསྟོད་དོ། །དེང་དུས་བདག་ཚེ་འབྲས་བུ་ཡོད། །མི་ཡི་སྲིད་པ་ལེགས་པར་ཐོབ། །དེ་རིང་སངས་རྒྱས་རིགས་སུ་སྐྱེས། །སངས་རྒྱས་སྲས་སུ་ད་གྱུར་ཏོ། །ད་ནི་བདག་གིས་ཅི་ནས་ཀྱང༌། །རིགས་དང་མཐུན་པའི་ལས་བརྩམས་ཏེ། །སྐྱོན་མེད་བཙུན་པའི་རིགས་འདི་ལ། །རྙོག་པར་མི་འགྱུར་དེ་ལྟར་བྱ། །ལོང་བས་ཕྱག་དར་ཕུང་པོ་ལས། །ཇི་ལྟར་རིན་ཆེན་རྙེད་པ་ལྟར། །དེ་བཞིན་ཇི་ཞིག་ལྟར་སྟེས་ནས། །བྱང་ཆུབ་སེམས་འདི་བདག་ལ་སྐྱེས། །འགྲོ་བའི་འཆི་བདག་འཇོམས་བྱེད་པའི། །བདུད་རྩི་མཆོག་ཀྱང་འདི་ཡིན་ནོ། །འགྲོ་བའི་དབུལ་བ་སེལ་བ་ཡི། །མི་ཟད་གཏེར་ཡང་འདི་ཡིན་ནོ། །འགྲོ་བའི་ནད་རབ་ཞི་བྱེད་པའི། །སྨན་གྱི་མཆོག་ཀྱང་འདི་ཡིན་ནོ། །སྲིད་ལམ་འཁྱམས་ཤིང་དུབ་པ་ཡི། །འགྲོ་བའི་ངལ་བསོའི་ལྗོན་ཤིང་ཡིན། །འགྲོ་བ་ཐམས་ཅད་ངན་འགྲོ་ལས། །སྒྲོལ་བར་བྱེད་པའི་སྤྱི་སྟེགས་ཡིན། །འགྲོ་བའི་ཉོན་མོངས་གདུང་སེལ་བའི། །སེམས་ཀྱི་ཟླ་བ་ཤར་བ་ཡིན། །འགྲོ་བའི་མི་ཤེས་རབ་རིབ་དག །དཔྱིས་འབྱིན་ཉི་མ་ཆེན་པོ་ཡིན། །དམ་ཆོས་འོ་མ་བསྲུབས་པ་ལས། །མར་གྱི་ཉིང་ཁུ་ཕྱུང་པ་ཡིན། །འགྲོ་བའི་མགྲོན་པོ་སྲིད་པའི་ལམ་རྒྱུ་ཞིང༌། །བདེ་བའི་ལོངས་སྤྱོད་སྤྱད་པར་འདོད་པ་ལ། །འདི་ནི་བདེ་བའི་མཆོག་ཏུ་ཉེར་གནས་ཏེ། །སེམས་ཅན་མགྲོན་ཆེན་ཚིམ་པར་བྱེད་པ་ཡིན། །བདག་གིས་དེ་རིང་སྐྱོབ་པ་ཐམས་ཅད་ཀྱི། །སྤྱན་སྔར་འགྲོ་བ་བདེ་གཤེགས་ཉིད་དང་ནི། །བར་དུ་བདེ་ལ་མགྲོན་དུ་བོས་ཟིན་གྱིས། །ལྷ་དང་ལྷ་མིན་ལ་སོགས་དགའ་བར་གྱིས། །བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས། །བྱང་ཆུབ་ཀྱི་སེམས་ཡོངས་སུ་བཟུང་བ་ཞེས་བྱ་བ་སྟེ་ལེའུ་གསུམ་པའོ། །
ENH9QQ_LH,BOH9QQ_LH,Intensely Brilliant Wisdom,༄༅། །ཇོ་བོ་ཆེན་པོ་སྨྲི་ཏི་ཛྙཱ་ན་ལ་བསྟོད་པ་ཡེ་ཤེས་རབ་གསལ་ཞེས་བྱ་བ་བཞུགས་སོ། །
ENY6AP_LH,BOY6AP_LH,Unravelling Mantra’s Meaning in The Heart of Wisdom Sūtra[1],༄༅།  །ཤེར་སྙིང་འགྲེལ་པ་སྔགས་སུ་འགྲེལ་པ་བཞུགས།  །
ENPPXC_LH,BOPPXC_LH,The Ganges Mahāmudrā Instructions,༄༅། །ཕྱག་རྒྱ་ཆེན་པོའི་མན་ངག
EN0K0Z_LH,BO0K0Z_LH,Light on the Path of Liberation,༄༅། །སློབ་དཔོན་སངས་རྒྱས་གཉིས་པའི་རྣམ་ཐར་ཐར་ལམ་སྣང་བྱེད་ཅེས་བྱ་བ་བཞུགས་སོ། །
EN0LF8_LH,BO0LF8_LH,Synopsis of the Treasury of Abhidharma,༄༅།།ཆོས་མངོན་པ་མཛོད་ཀྱི་བསྡུས་དོན་བཞུགས་སོ།།
ENAXB3_LH,BOAXB3_LH,Light on the Path of Liberation,༄༅། །སློབ་དཔོན་སངས་རྒྱས་གཉིས་པའི་རྣམ་ཐར་ཐར་ལམ་སྣང་བྱེད་ཅེས་བྱ་བ་བཞུགས་སོ། །
ENDT0X_LH,BODT0X_LH,A Brief Explanation of the Ten Virtues and Eighteen Elements,༄༅། །དགེ་བ་བཅུ་དང་ཁམས་བཅོ་བརྒྱད་ཀྱི་བཤད་པ་མདོར་བསྡུས།
EN60IN_LH,BO60IN_LH,Brief Analysis of the Five Aggregates,༄༅། །ཕུང་ལྔའི་རབ་དབྱེ་བསྡུས་པ་ཞེས་བྱ་བ་བཞུགས་སོ། །
ENJALU_LH,BOJALU_LH,Light on the Path of Liberation,༄༅། །སློབ་དཔོན་སངས་རྒྱས་གཉིས་པའི་རྣམ་ཐར་ཐར་ལམ་སྣང་བྱེད་ཅེས་བྱ་བ་བཞུགས་སོ། །
ENX6M1_LH,BOX6M1_LH,Synopsis of the Treasury of Abhidharma,༄༅།།ཆོས་མངོན་པ་མཛོད་ཀྱི་བསྡུས་དོན་བཞུགས་སོ།།
ENONW4_LH,BOONW4_LH,Words from the Lineage Masters to Clarify Maitreyanātha's Vision,༄༅།།ཤེར་ཕྱིན་མངོན་རྟོགས་རྒྱན་གྱི་སྤྱི་དོན་བྱམས་མགོན་དགོངས་པའི་གསལ་བྱེད་བླ་མ་བརྒྱུད་པའི་ཞལ་ལུང་བཞུགས་སོ།།
EN0LVI_LH,BO0LVI_LH,Prologue to Abhisamayālaṃkāra Commentary,༄༅། །ཤེར་ཕྱིན་མཆན་འགྲེལ་གྱི་འཆད་ཐབས།
EN6WB5_LH,BO6WB5_LH,A Preliminary to the Explanation of the Prajñāpāramitā,༄༅།།ཤིང་རྟའི་སྲོལ་འབྱེད་བཤད་མདོ་འགྲེལ་ཚུལ་སོགས་ཤེར་ཕྱིན་འཆད་པའི་སྔོན་འགྲོ།
ENAJOJ_LH,BOAJOJ_LH,The Words of Jigme Chökyi Wangpo,༄༅། །བསྟན་བཅོས་ཆེན་པོ་མངོན་རྟོགས་རྒྱན་གྱི་ལུས་རྣམ་བཞག་གི་འགྲེལ་པ་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོའི་ཞལ་ལུང་ཞེས་བྱ་བ་བཞུགས་སོ།།
EN7E6E_LH,BO7E6E_LH,Excellent Explanation from the Scriptural Tradition,༄༅། །ཤེར་ཕྱིན་རྒྱན་གྱི་སྤྱི་དོན་བསྒོམ་རིམ་ཉུང་ངུ་གཞུང་ལུགས་ལེགས་བཤད་བཞུགས།
EN4QHD_LH,BO4QHD_LH,The Eightfold Nature of Profundity,༄༅། །ཟབ་མོའི་ཆོས་ཉིད་རྣམ་བརྒྱད།
EN1CEK_LH,BO1CEK_LH,Advice in Abecedarian Form[1],༄༅། །ཀ་རྩོམ་གྱི་ཞལ་གདམས།
EN7LUF_LH,BO7LUF_LH,Khandro's Plea[1],༄༅། །མཁའ་འགྲོ་ཚེ་ཆོས་ཀྱི་དྲིས་ལན།
ENMNLG_LH,BOMNLG_LH,Alpha Purity[1],༄༅། །ཀ་དག་རིག་པ་བརྗོད་མེད་སོགས།
EN9RGQ_LH,BO9RGQ_LH,"Alpha-Pure, This All-Penetrating Awareness[1]",༄༅། །ཀ་དག་རིག་པ་ཟང་ཐལ་སོགས།
ENJJOS_LH,BOJJOS_LH,Disheartened by Circumstances[1],༄༅། །རྐྱེན་ལ་ཁམས་འདུས་པ་ཀ་ཁ་སུམ་ཅུ་ཞེས་བྱ་བ་བཞུགས།
EN12DN_LH,BO12DN_LH,A Blossoming of the Intellect,༄༅། །ཤིང་རྟ་ཆེན་པོ་ཐུ་མི་སཾབྷོ་ཊ་ལ་བསྟོད་པ་བློ་གྲོས་རབ་འཕེལ་ཅེས་བྱ་བ་བཞུགས་སོ། །
ENS7LH_LH,BOS7LH_LH,A Surge of Faith,༄༅། །སྒྲོལ་མ་ལ་བསྟོད་པ་དད་པའི་རྦ་རླབས་ཞེས་བྱ་བ་བཞུགས།
EN7OAD_LH,BO7OAD_LH,Sweet Song of the Kalaviṅka,༄༅། །ཚེ་རིང་མར་བསྟོད་པ་ཀ་ལ་པིངྐའི་དབྱངས་སྙན་ཞེས་བྱ་བ།
ENVH0K_LH,BOVH0K_LH,An Acrostic Song,༄༅། །ཀ་རྩོམ་མགུར་མ།
EN89N5_LH,BO89N5_LH,An Acrostic Song,༄༅། །ཀ་རྩོམ་མགུར་མ།
ENUHRK_LH,BOUHRK_LH,Advice in Abecedarian Form[1],༄༅། །ཀ་རྩོམ་གྱི་ཞལ་གདམས།
ENUXDP_LH,BOUXDP_LH,Advice for a Dying Practitioner,༄༅། །འཆི་ཁ་མའི་མན་ངག་ནི། །
EN55DT_LH,BO55DT_LH,Crucial Advice,༄༅། །བར་དོའི་གདམས་པ་ཚངས་སྤྲུགས་སུ་གདབ་པ་གནད་ཀྱི་མན་ངག་བཞུགས། །
ENXSTE_LH,BOXSTE_LH,A Brief Introduction to the Bardos,༄༅། །བར་དོའི་ངོ་སྤྲོད་བསྡུས་པ་བཞུགས་སོ། །
ENSV32_LH,BOSV32_LH,Letter of Advice for Riké Chatral Rinpoche,༄༅། །རི་སྐེགས་བྱ་བྲལ་རིན་པོ་ཆེར་གདམས་པའི་སྤྲིངས་ཡིག
ENVIXU_LH,BOVIXU_LH,Advice for Palseng,༄༅། །དཔལ་སེང་གི་ངོར་གདམས་པ།
ENQ60R_LH,BOQ60R_LH,Advice Entitled 'The Garland of Crucial Points',༄༅། །ཞལ་གདམས་གནད་ཀྱི་ཕྲེང་བ་ཞེས་བྱ་བ།
EN20LB_LH,BO20LB_LH,Advice for Garje Khamtrul Rinpoche,༄༅། །སྒ་རྗེ་ཁམས་སྤྲུལ་ལ་གདམས་པ་བཞུགས།
EN7JXV_LH,BO7JXV_LH,Advice on Recognizing the Nature of Mind,༄༅། །རང་སེམས་རང་ངོ་འཕྲོད་པའི་ཞལ་གདམས།
ENEFHD_LH,BOEFHD_LH,Emptying the Three Realms of Existence,༄༅། །ཞལ་གདམས་སྲིད་གསུམ་དོང་སྤྲུགས་མ།
ENLQRY_LH,BOLQRY_LH,An Instruction on the Great Perfection,༄༅། །རྫོགས་པ་ཆེན་པོའི་གདམས་པ།
EN9QQ3_LH,BO9QQ3_LH,Direct Instruction,༄༅། །གདམས་ངག་དམར་ཁྲིད།
ENZGJG_LH,BOZGJG_LH,Advice for a King,༄༅། །གློ་བོ་ཡི་རྒྱལ་པོ་ལ་གདམས་པ་བཞུགས།
ENORDI_LH,BOORDI_LH,A Liberating Reminder,༄༅། །གདམས་ངག་དྲན་གྲོལ་མ་ཞེས་བྱ་བ།
ENAIUN_LH,BOAIUN_LH,"Advice on the View, Meditation, Action and Fruition",༄༅། །ལྟ་སྒོམ་སྤྱོད་འབྲས་ཀྱི་གདམས་པ།
EN42FY_LH,BO42FY_LH,The Pointing-the-Staff Instruction,༅༅༅༔ ༔རྒད་པོ་ལ་མཁར་བཙུགས་ཀྱི་གདམས་པ་ཞེས་བྱ་བ་ནི༔
ENIG2B_LH,BOIG2B_LH,Advice in a Single Statement (from Khenpo Ngawang Palzang),༄༅། །གདམས་ངག་ཚིག་གཅིག་མ་ནི།
ENTQ61_LH,BOTQ61_LH,Principles of the Dzogchen Practice of Khordé Rushen,༄༅། །རྫོགས་ཆེན་འཁོར་འདས་རུ་ཤན་ཞེས་པའི་དོན།
ENDSEX_LH,BODSEX_LH,The Five Wisdoms According to Khenpo Ngakchung,༈ མཁན་ཆེན་ངག་དགའི་གསུང་རྒྱུན།
EN3J8M_LH,BO3J8M_LH,Advice on How to Put the Meaning of the Natural Great Perfection into Practice,༄༅། །རང་བཞིན་རྫོགས་པ་ཆེན་པོའི་དོན་ཉམས་སུ་ལེན་ཚུལ་གདམས་པ།
ENYNFV_LH,BOYNFV_LH,Self-Liberating Meditation[1],༄༅། །མཐར་ཐུག་རྫོགས་པ་ཆེན་པོའི་སངས་རྒྱས་པའི་ཐབས་ཟབ་མོ་བསྒོམ་པ་རང་གྲོལ་ཞེས་བྱ་བ་བཞུགས་སོ།།
EN0DRU_LH,BO0DRU_LH,Alpha Purity[1],༄༅། །ཀ་དག་རིག་པ་བརྗོད་མེད་སོགས།
ENSKEM_LH,BOSKEM_LH,"Alpha-Pure, This All-Penetrating Awareness[1]",༄༅། །ཀ་དག་རིག་པ་ཟང་ཐལ་སོགས།
ENXGFB_LH,BOXGFB_LH,Advice,༄༅། །གཏེར་སྟོན་བསོད་རྒྱལ་ཞལ་ནས་གདམས་པ།
EN11OI_LH,BO11OI_LH,"A Brief Presentation of View, Meditation and Action",༄༅།  །ལྟ་སྒོམ་སྤྱོད་གསུམ་མདོར་བསྡུས་བཞུགས་སོ།  །
ENLH0I_LH,BOLH0I_LH,"Notes from the Oral Tradition on Ālaya, Ālaya Consciousness, etc.",༄༅། །གསུང་རྒྱུན་ཟིན་བྲིས།
ENQZ9T_LH,BOQZ9T_LH,A Plea to Those who Present 'Red Offerings' to Worldly Deities,༄༅། །འཇིག་རྟེན་པའི་ལྷ་དམར་མཆོད་བྱེད་པ་རྣམས་ལ་སྤྲིངས་པ།
ENR030_LH,BOR030_LH,"Advice for Sangye Drönma, a Nun from Tsering Jong in Yoru, Central Tibet",༄༅། །དབུས་པ་གཡོ་རུ་ཚེ་རིང་ལྗོངས་བཙུན་མ་སངས་རྒྱས་སྒྲོན་མ་ལ་གདམས་པ།
ENN6DN_LH,BON6DN_LH,Heart Treasure for the Warriors Who Long for Liberation,༄༅། །མཉམ་མེད་ཇོ་བོ་ཆེན་པོ་རྒྱ་གར་དུ་ཕེབས་ཁར་ལྷ་བྱང་ཆུབ་འོད་ལ་ཞལ་གདམས་སུ་སྩལ་བ་ཐར་འདོད་དཔའ་བོའི་སྙིང་ནོར་ཞེས་བྱ་བ་བཞུགས་སོ། །
ENJVZQ_LH,BOJVZQ_LH,The Bodhisattva’s Garland of Jewels,༄༅། །བྱང་སེམས་ནོར་བུའི་འཕྲེང་བ།
EN1WJO_LH,BO1WJO_LH,Advice in Three Sets of Three,༄༅། །གནད་ཀྱི་གདམས་ངག་གསུམ་ཚན་གསུམ་བཞུགས།
ENN8TZ_LH,BON8TZ_LH,Spontaneous Advice Connected with a Prayer,༄༅།། །གསོལ་འདེབས་དང་འབྲེལ་བའི་ཞལ་གདམས་ཐོལ་བྱུང་མ་བཞུགས་སོ།།
EN4LFD_LH,BO4LFD_LH,Words of Advice,༄༅། །ཞལ་གདམས། །
EN79PM_LH,BO79PM_LH,Four Pieces of Advice,༄༅། །མཆོག་གྱུར་གླིང་པས་སྔགས་པ་ཚོ་ལ་བསྩལ་པའི་ཞལ་གདམས།
ENF4UE_LH,BOF4UE_LH,Pithy Advice on Checking One's Progress on the Path,༄༅། །ཆོས་ལམ་དུ་སོང་མ་སོང་ཤེས་པའི་མན་ངག །
ENVK1U_LH,BOVK1U_LH,On Seeing the Guru as a Buddha,༄༅། །བླ་མ་ལ་སངས་རྒྱས་སུ་བལྟ་ལུགས་བཞུགས།
ENJRLV_LH,BOJRLV_LH,On Sleep[1],༄༅། །གཉིད་ཀྱི་སྐྱོན་བསམ་ཚུལ།
